run_id,timestamp,trip_id,bus_id,distance_km,event,aux_km,headway_sec
14,10:32:49,105,INT-505,38,ARRIVAL,,349.02
14,11:08:49,106,INT-506,36.885,BREAKDOWN,0,
14,12:54:38,106,INT-506,36.885,REPAIRED,0,
14,12:58:47,106,INT-506,38,ARRIVAL,,8758.74
15,05:59:58,101,INT-501,0,DEPARTURE,,
15,06:39:51,102,INT-502,0,DEPARTURE,,
15,06:45:40,101,INT-501,13.519,BREAKDOWN,0,
15,07:19:44,103,INT-503,0,DEPARTURE,,
15,07:27:46,101,INT-501,13.519,REPAIRED,0,
15,07:42:44,102,INT-502,20.075,CHECKPOINT,,
15,07:44:57,101,INT-501,20.075,CHECKPOINT,,132.96
15,07:59:54,104,INT-504,0,DEPARTURE,,
15,08:15:42,103,INT-503,17.702,BREAKDOWN,0,
15,08:32:52,102,INT-502,38,ARRIVAL,,
15,08:35:05,101,INT-501,38,ARRIVAL,,132.96
15,08:39:48,105,INT-505,0,DEPARTURE,,
15,09:02:47,104,INT-504,20.075,CHECKPOINT,,4670.22
15,09:08:03,103,INT-503,17.702,REPAIRED,0,
15,09:14:58,103,INT-503,20.075,CHECKPOINT,,731.28
15,09:19:57,106,INT-506,0,DEPARTURE,,
15,09:42:40,105,INT-505,20.075,CHECKPOINT,,1662
15,09:52:55,104,INT-504,38,ARRIVAL,,4670.22
15,10:05:07,103,INT-503,38,ARRIVAL,,731.28
15,10:22:50,106,INT-506,20.075,CHECKPOINT,,2409.9
15,10:32:49,105,INT-505,38,ARRIVAL,,1662
15,10:42:47,106,INT-506,27.874,BREAKDOWN,0,
15,12:00:54,106,INT-506,27.874,REPAIRED,0,
15,12:31:05,106,INT-506,38,ARRIVAL,,7096.74
16,05:59:58,101,INT-501,0,DEPARTURE,,
16,06:39:51,102,INT-502,0,DEPARTURE,,
16,07:02:51,101,INT-501,20.075,CHECKPOINT,,
16,07:19:44,103,INT-503,0,DEPARTURE,,
16,07:42:44,102,INT-502,20.075,CHECKPOINT,,2393.28
16,07:47:43,101,INT-501,36.523,BREAKDOWN,0,
16,07:59:54,104,INT-504,0,DEPARTURE,,
16,08:22:37,103,INT-503,20.075,CHECKPOINT,,2393.28
16,08:32:52,102,INT-502,38,ARRIVAL,,
16,08:39:48,105,INT-505,0,DEPARTURE,,
16,09:02:47,104,INT-504,20.075,CHECKPOINT,,2409.9
16,09:12:45,103,INT-503,38,ARRIVAL,,2393.28
16,09:19:57,106,INT-506,0,DEPARTURE,,
16,09:27:43,105,INT-505,14.545,BREAKDOWN,0,
16,09:32:42,101,INT-501,36.523,REPAIRED,0,
16,09:37:58,101,INT-501,38,ARRIVAL,,1512.42
16,09:52:55,104,INT-504,38,ARRIVAL,,897.48
16,10:12:52,105,INT-505,14.545,REPAIRED,0,
16,10:22:50,106,INT-506,20.075,CHECKPOINT,,4803.18
16,10:27:49,105,INT-505,20.075,CHECKPOINT,,299.16
16,10:44:10,106,INT-506,28.934,BREAKDOWN,0,
16,10:56:05,105,INT-505,31.875,BREAKDOWN,0,
16,12:04:30,106,INT-506,28.934,REPAIRED,0,
16,12:21:07,105,INT-505,31.875,REPAIRED,0,
16,12:33:18,106,INT-506,38,ARRIVAL,,9622.98
16,12:43:00,105,INT-505,38,ARRIVAL,,581.7
17,05:59:58,101,INT-501,0,DEPARTURE,,
17,06:39:51,102,INT-502,0,DEPARTURE,,
17,06:41:47,102,INT-502,1.022,BREAKDOWN,0,
17,06:41:47,102,INT-502,1.022,REPAIRED,0,
17,07:02:51,101,INT-501,20.075,CHECKPOINT,,
17,07:19:44,103,INT-503,0,DEPARTURE,,
17,07:42:44,102,INT-502,20.075,CHECKPOINT,,2393.28
17,07:52:59,101,INT-501,38,ARRIVAL,,
17,07:59:54,104,INT-504,0,DEPARTURE,,
17,08:22:37,103,INT-503,20.075,CHECKPOINT,,2393.28
17,08:23:27,103,INT-503,20.36,BREAKDOWN,0,
17,08:32:52,102,INT-502,38,ARRIVAL,,2393.28
17,08:39:48,105,INT-505,0,DEPARTURE,,
17,09:02:47,104,INT-504,20.075,CHECKPOINT,,2409.9
17,09:19:57,106,INT-506,0,DEPARTURE,,
17,09:23:34,103,INT-503,20.36,REPAIRED,0,
17,09:33:32,106,INT-506,4.752,BREAKDOWN,0,
17,09:41:01,106,INT-506,4.752,REPAIRED,0,
17,09:42:40,105,INT-505,20.075,CHECKPOINT,,2393.28
17,09:52:55,104,INT-504,38,ARRIVAL,,4803.18
17,10:04:00,106,INT-506,10.632,BREAKDOWN,0,
17,10:12:52,103,INT-503,38,ARRIVAL,,1196.64
17,10:32:49,105,INT-505,38,ARRIVAL,,1196.64
17,10:36:25,106,INT-506,10.632,REPAIRED,0,
17,11:02:43,106,INT-506,20.075,CHECKPOINT,,4803.18
17,11:52:52,106,INT-506,38,ARRIVAL,,4803.18
18,05:59:58,101,INT-501,0,DEPARTURE,,
18,06:39:51,102,INT-502,0,DEPARTURE,,
18,07:02:51,101,INT-501,20.075,CHECKPOINT,,
18,07:19:44,103,INT-503,0,DEPARTURE,,
18,07:42:44,102,INT-502,20.075,CHECKPOINT,,2393.28
18,07:52:59,101,INT-501,38,ARRIVAL,,
18,07:59:54,104,INT-504,0,DEPARTURE,,
18,08:11:16,104,INT-504,4.342,BREAKDOWN,0,
18,08:18:11,104,INT-504,4.342,REPAIRED,0,
18,08:22:37,103,INT-503,20.075,CHECKPOINT,,2393.28
18,08:32:52,102,INT-502,38,ARRIVAL,,2393.28
18,08:39:48,105,INT-505,0,DEPARTURE,,
18,09:08:19,104,INT-504,19.613,BREAKDOWN,0,
18,09:12:45,103,INT-503,38,ARRIVAL,,2393.28
18,09:19:57,106,INT-506,0,DEPARTURE,,
18,09:30:12,106,INT-506,4.127,BREAKDOWN,0,
18,09:36:35,106,INT-506,4.127,REPAIRED,0,
18,09:42:40,105,INT-505,20.075,CHECKPOINT,,4803.18
18,10:05:40,104,INT-504,19.613,REPAIRED,0,
18,10:07:03,104,INT-504,20.075,CHECKPOINT,,1462.56
18,10:29:12,106,INT-506,20.075,CHECKPOINT,,1329.6
18,10:32:49,105,INT-505,38,ARRIVAL,,4803.18
18,10:36:41,104,INT-504,32.046,BREAKDOWN,0,
18,11:19:21,106,INT-506,38,ARRIVAL,,2792.16
18,12:01:44,104,INT-504,32.046,REPAIRED,0,
18,12:22:13,104,INT-504,38,ARRIVAL,,3772.74
19,05:59:58,101,INT-501,0,DEPARTURE,,
19,06:39:51,102,INT-502,0,DEPARTURE,,
19,07:02:51,101,INT-501,20.075,CHECKPOINT,,
19,07:19:44,103,INT-503,0,DEPARTURE,,
19,07:42:44,102,INT-502,20.075,CHECKPOINT,,2393.28
19,07:52:59,101,INT-501,38,ARRIVAL,,
19,07:59:54,104,INT-504,0,DEPARTURE,,
19,08:22:37,103,INT-503,20.075,CHECKPOINT,,2393.28
19,08:32:52,102,INT-502,38,ARRIVAL,,2393.28
